tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Manana,No,No,No,12094.09
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Noche,No,Si,Si,4818.05
Fraude Informatico,Redes Sociales,30-49,Femenino,Arequipa,Manana,No,Si,Si,5355.3
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,No,No,10357.49
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Madrugada,No,No,Si,3416.22
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,La Libertad,Tarde,No,No,Si,10249.02
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Arequipa,Manana,Si,No,No,5153.45
Estafa por Internet,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,No,4285.73
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,No,No,5329.84
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Manana,No,No,Si,1568.36
Acceso Ilicito,Redes Sociales,30-49,Masculino,Lima,Manana,No,Si,Si,2753.39
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,No,6991.03
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Callao,Tarde,No,No,No,3435.26
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Lima,Noche,No,No,No,2132.1
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Piura,Manana,No,No,No,2264.8
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lambayeque,Tarde,Si,No,No,4645.06
Estafa por Internet,Redes Sociales,30-49,Femenino,Lima,Tarde,Si,No,No,1862.22
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,No,No,No,2044.3
Fraude Informatico,Correo Electronico,30-49,Femenino,Arequipa,Tarde,No,Si,No,5846.4
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Callao,Manana,No,Si,Si,1133.84
Sextorsion,WhatsApp o SMS,50-64,Femenino,Junin,Madrugada,No,No,Si,7283.49
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Piura,Manana,No,No,Si,2208.23
Fraude Informatico,Pagina Web Falsa,50-64,Femenino,Lima,Madrugada,No,No,Si,5896.77
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,La Libertad,Tarde,Si,No,No,1287.96
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,No,No,5252.14
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,Si,No,8422.42
Fraude Informatico,Correo Electronico,50-64,Femenino,Lima,Tarde,No,No,Si,6448.21
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Madrugada,No,No,Si,3249.25
Fraude Informatico,Redes Sociales,18-29,Femenino,Cusco,Noche,Si,No,Si,4425.19
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Noche,No,Si,Si,11288.65
Suplantacion de Identidad,Llamada Telefonica,18-29,Femenino,Lima,Manana,No,Si,Si,1270.07
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,No,No,6901.01
Fraude Informatico,Redes Sociales,30-49,Femenino,Callao,Noche,No,No,No,10282.31
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Piura,Tarde,No,No,No,3344.9
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,No,No,No,3017.45
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,Si,1992.57
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,Si,No,9953.61
Fraude Informatico,Correo Electronico,18-29,Femenino,Lambayeque,Manana,No,No,No,5944.33
Fraude Informatico,Redes Sociales,30-49,Femenino,Arequipa,Tarde,No,Si,No,7672.68
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Noche,No,No,No,7496.12
Fraude Informatico,Redes Sociales,30-49,Masculino,Arequipa,Noche,Si,Si,No,5866.8
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,Si,No,3754.45
Fraude Informatico,Correo Electronico,18-29,Femenino,Cusco,Madrugada,No,No,No,4017.39
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,Si,8018.65
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,No,1314.57
Fraude Informatico,Pagina Web Falsa,50-64,Femenino,Lima,Manana,Si,Si,Si,6376.62
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Tarde,No,No,Si,4683.45
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lambayeque,Tarde,No,No,Si,2765.67
Suplantacion de Identidad,Llamada Telefonica,65 o mas,Masculino,Lima,Tarde,Si,No,Si,1556.78
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Callao,Tarde,No,No,No,9306.13
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Cusco,Manana,No,No,No,3308.19
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1133.4
Fraude Informatico,Pagina Web Falsa,50-64,Masculino,Lima,Tarde,No,No,No,8596.79
Estafa por Internet,Correo Electronico,18-29,Femenino,Lima,Manana,Si,No,Si,1721.5
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Piura,Manana,Si,Si,Si,905.81
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,Si,No,5747.81
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Manana,Si,No,No,4224.89
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Manana,Si,Si,No,5349.46
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,No,No,Si,1594.6
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,No,Si,9590.6
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,Si,5445.17
Fraude Informatico,Llamada Telefonica,18-29,Femenino,Lima,Madrugada,No,No,Si,7162.56
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,No,1926.56
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Puno,Manana,No,No,No,1760.63
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,No,7682.72
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Cusco,Madrugada,No,Si,No,1250.08
Acceso Ilicito,WhatsApp o SMS,50-64,Femenino,La Libertad,Noche,Si,No,Si,2302.36
Fraude Informatico,Pagina Web Falsa,50-64,Femenino,Arequipa,Noche,No,No,No,8098.25
Fraude Informatico,Redes Sociales,30-49,Masculino,La Libertad,Manana,No,Si,Si,4289.93
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,No,Si,No,2141.65
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,2287.08
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,La Libertad,Noche,No,No,No,1960.44
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,1813.45
Fraude Informatico,Correo Electronico,18-29,Masculino,La Libertad,Tarde,No,No,Si,6024.12
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Madrugada,No,No,No,6672.96
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lambayeque,Manana,Si,No,Si,1528.65
Fraude Informatico,Correo Electronico,18-29,Femenino,Arequipa,Noche,No,Si,Si,1961.93
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,7417.63
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,Si,Si,5072.17
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Piura,Madrugada,No,Si,No,2972.99
Fraude Informatico,Redes Sociales,50-64,Femenino,Cusco,Tarde,No,Si,Si,6628.54
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,No,Si,8558.2
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Callao,Manana,No,Si,Si,5330.85
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Noche,No,No,No,8343.43
Estafa por Internet,Pagina Web Falsa,18-29,Masculino,Lima,Madrugada,No,No,No,2840.87
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Callao,Manana,Si,No,No,2175.0
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Callao,Noche,No,No,No,1656.81
Acceso Ilicito,Redes Sociales,30-49,Masculino,La Libertad,Manana,No,Si,Si,2114.45
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Callao,Manana,No,Si,Si,1280.44
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,No,9399.97
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Noche,No,No,No,2059.31
Suplantacion de Identidad,Correo Electronico,50-64,Masculino,Lima,Madrugada,No,No,No,2251.0
Acceso Ilicito,Pagina Web Falsa,18-29,Masculino,Lima,Noche,No,No,No,2510.7
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,Si,No,5968.86
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,8328.06
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,Si,Si,5522.33
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,No,No,9131.36
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,No,3367.8
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Lima,Tarde,Si,No,Si,1159.68
Fraude Informatico,Correo Electronico,30-49,Masculino,Arequipa,Noche,No,No,No,4250.65
Sextorsion,Redes Sociales,30-49,Femenino,Lima,Madrugada,No,No,Si,3911.0
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,Si,Si,1727.96
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,No,Si,Si,1993.54
Fraude Informatico,Redes Sociales,30-49,Femenino,Callao,Manana,No,No,No,6974.55
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Piura,Manana,Si,No,No,6079.42
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,No,Si,6688.3
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Piura,Tarde,No,No,Si,6852.03
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Manana,Si,No,No,3687.38
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,Si,No,No,6393.47
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Noche,No,Si,No,6052.31
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Cusco,Noche,No,No,No,1060.84
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,No,7917.42
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Manana,No,No,No,2468.25
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,No,9667.81
Sextorsion,Pagina Web Falsa,18-29,Masculino,Callao,Manana,No,No,Si,5505.19
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,La Libertad,Manana,Si,No,No,3482.38
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Tarde,No,Si,Si,5160.23
Sextorsion,Correo Electronico,50-64,Masculino,Arequipa,Madrugada,No,No,Si,3232.84
Estafa por Internet,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,No,1894.68
Acceso Ilicito,WhatsApp o SMS,50-64,Femenino,La Libertad,Madrugada,No,No,Si,2495.73
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,Si,Si,3872.14
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Callao,Madrugada,No,Si,No,7563.53
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1397.83
Estafa por Internet,Correo Electronico,30-49,Masculino,La Libertad,Manana,No,No,No,2973.31
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Madrugada,No,Si,Si,1890.1
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Manana,No,No,Si,2373.32
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,No,9184.83
Acceso Ilicito,Correo Electronico,18-29,Masculino,Lima,Tarde,No,No,Si,2985.58
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Manana,Si,No,No,6200.28
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Cusco,Noche,Si,No,No,5750.39
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Manana,No,No,Si,4629.46
Suplantacion de Identidad,Correo Electronico,50-64,Masculino,La Libertad,Manana,No,No,No,2077.59
Fraude Informatico,Redes Sociales,18-29,Masculino,Cusco,Manana,Si,No,Si,5581.71
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,Si,2993.76
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Piura,Manana,No,No,Si,854.39
Fraude Informatico,Redes Sociales,65 o mas,Masculino,La Libertad,Tarde,No,Si,No,4248.6
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,Si,No,Si,2844.9
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Cusco,Tarde,No,No,Si,9791.96
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,Si,Si,No,1278.02
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Arequipa,Manana,Si,No,No,1815.42
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Piura,Manana,No,No,No,9718.28
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Noche,Si,No,Si,6966.84
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Manana,Si,Si,Si,7871.65
Fraude Informatico,Correo Electronico,65 o mas,Masculino,Lima,Tarde,No,Si,No,10177.78
Sextorsion,Pagina Web Falsa,50-64,Femenino,Puno,Manana,No,Si,Si,5027.96
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lambayeque,Madrugada,No,Si,No,5269.08
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,No,No,Si,5117.54
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,La Libertad,Manana,No,No,No,7130.04
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Lambayeque,Manana,No,No,No,1257.13
Acceso Ilicito,Correo Electronico,18-29,Masculino,Lima,Manana,No,No,No,2068.33
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,Si,No,No,3282.17
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Piura,Madrugada,No,No,Si,1632.04
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Puno,Tarde,No,No,No,9613.59
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Callao,Manana,No,Si,No,5777.17
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,1547.75
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Tarde,No,No,No,2176.66
Sextorsion,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,3282.54
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,No,Si,6186.62
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,No,3262.11
Estafa por Internet,Correo Electronico,18-29,Femenino,Cusco,Noche,Si,No,No,2042.55
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Manana,No,No,No,12262.79
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Puno,Madrugada,Si,Si,Si,5413.66
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Noche,Si,Si,Si,2443.64
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,Si,1532.72
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,4677.45
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,Si,5597.57
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,Si,Si,1450.01
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Junin,Tarde,No,No,No,2508.62
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Cusco,Tarde,No,No,No,4183.66
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Manana,No,Si,No,2857.39
Acceso Ilicito,WhatsApp o SMS,65 o mas,Femenino,Lima,Tarde,Si,No,No,6144.97
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lambayeque,Tarde,No,No,Si,1480.32
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,Si,No,No,3138.11
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Madrugada,Si,No,No,7857.33
Estafa por Internet,Redes Sociales,30-49,Femenino,Arequipa,Tarde,No,No,No,4132.5
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Junin,Tarde,No,No,No,10073.57
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,No,Si,No,3126.15
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,Si,8330.66
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lambayeque,Manana,No,No,Si,4728.18
Suplantacion de Identidad,Correo Electronico,50-64,Masculino,Lima,Tarde,No,No,Si,3232.87
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,Si,No,9371.91
Acceso Ilicito,Redes Sociales,50-64,Femenino,Arequipa,Madrugada,Si,No,No,5067.33
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Callao,Manana,No,No,No,1400.05
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,No,Si,7866.71
Estafa por Internet,Redes Sociales,18-29,Masculino,Tacna,Tarde,No,Si,No,836.61
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,La Libertad,Manana,Si,No,No,3376.53
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,No,No,Si,3101.76
Estafa por Internet,Redes Sociales,30-49,Femenino,Tacna,Noche,No,No,No,2590.99
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,Si,No,2691.99
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Noche,No,No,No,4927.35
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Arequipa,Noche,No,No,No,3795.76
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,Si,No,1396.48
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,Si,Si,No,7962.9
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,No,Si,8232.05
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Noche,No,Si,Si,4035.58
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Puno,Manana,No,No,No,1196.78
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Noche,Si,No,Si,1848.49
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Tacna,Tarde,No,Si,No,1433.67
Acceso Ilicito,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,2880.75
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Madrugada,Si,No,No,5123.89
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,Si,10958.66
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,Si,No,No,7300.66
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Madrugada,Si,No,Si,4386.65
Fraude Informatico,Redes Sociales,30-49,Masculino,Cusco,Noche,Si,No,Si,7685.54
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lambayeque,Madrugada,No,Si,No,744.9
Acceso Ilicito,Redes Sociales,30-49,Femenino,Tacna,Tarde,No,No,Si,6085.3
Estafa por Internet,Correo Electronico,30-49,Femenino,Lima,Manana,Si,No,Si,1682.34
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,Si,Si,No,3845.27
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,3016.66
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,Si,7501.11
Acceso Ilicito,Redes Sociales,50-64,Femenino,Callao,Madrugada,No,No,Si,3873.88
Fraude Informatico,Redes Sociales,18-29,Femenino,La Libertad,Madrugada,No,No,No,3359.17
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,No,No,7079.71
Acceso Ilicito,Llamada Telefonica,30-49,Femenino,Lima,Tarde,Si,No,No,3118.2
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lima,Tarde,No,No,No,6510.95
Fraude Informatico,Correo Electronico,50-64,Femenino,Piura,Tarde,No,No,No,4809.4
Acceso Ilicito,Redes Sociales,30-49,Femenino,Lima,Manana,Si,No,Si,4450.58
Acceso Ilicito,Redes Sociales,30-49,Masculino,Tacna,Manana,No,Si,Si,4283.17
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Madrugada,No,Si,No,2164.66
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,2612.26
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,No,No,Si,2131.02
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Noche,No,Si,No,5649.37
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Manana,Si,No,No,8757.05
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Piura,Tarde,No,Si,No,5222.03
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Callao,Noche,Si,No,Si,2021.88
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lambayeque,Manana,No,Si,No,940.02
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Cusco,Madrugada,No,No,Si,9518.96
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Callao,Madrugada,No,No,No,1916.72
Estafa por Internet,WhatsApp o SMS,65 o mas,Masculino,Arequipa,Tarde,No,No,No,2384.74
Fraude Informatico,Redes Sociales,18-29,Femenino,Puno,Noche,No,No,No,6340.16
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,961.2
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,Si,1775.19
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,Si,1398.71
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,8001.42
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Lima,Noche,No,No,Si,4144.38
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Junin,Tarde,Si,No,Si,3284.09
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,945.9
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,No,Si,1877.31
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Lima,Noche,Si,No,No,3614.51
Acceso Ilicito,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,Si,No,No,2162.82
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lima,Manana,No,No,No,10635.56
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,Si,1445.67
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Masculino,Lima,Manana,No,No,No,1890.68
Fraude Informatico,Llamada Telefonica,18-29,Femenino,Lima,Madrugada,No,No,Si,6098.73
Acceso Ilicito,Redes Sociales,65 o mas,Masculino,Cusco,Manana,Si,No,Si,5018.01
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Piura,Manana,Si,Si,No,1227.15
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,1713.06
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,1162.34
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,4616.88
Sextorsion,Redes Sociales,30-49,Femenino,Cusco,Tarde,No,No,No,4068.7
Acceso Ilicito,Pagina Web Falsa,30-49,Masculino,Lima,Manana,Si,No,No,4028.17
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,No,7211.19
Estafa por Internet,Correo Electronico,30-49,Masculino,Cusco,Tarde,Si,Si,No,1782.26
Estafa por Internet,Llamada Telefonica,18-29,Femenino,Lima,Manana,Si,Si,No,2041.56
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,No,2469.02
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,No,No,Si,1174.74
Fraude Informatico,Redes Sociales,50-64,Masculino,Lambayeque,Tarde,No,No,Si,3841.89
Fraude Informatico,Redes Sociales,50-64,Femenino,Callao,Noche,No,No,No,9645.59
Fraude Informatico,Redes Sociales,30-49,Masculino,Piura,Tarde,No,Si,No,3189.07
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,No,No,No,2431.27
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Tarde,Si,No,No,2871.73
Fraude Informatico,Redes Sociales,50-64,Femenino,Tacna,Manana,No,No,No,7898.35
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Junin,Manana,No,No,Si,5411.85
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,No,Si,Si,2118.84
Estafa por Internet,Llamada Telefonica,18-29,Masculino,Puno,Noche,Si,No,No,2357.79
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Madrugada,No,No,Si,7514.46
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Noche,No,No,No,7190.58
Acceso Ilicito,Redes Sociales,50-64,Femenino,La Libertad,Noche,Si,Si,No,2271.03
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,1223.26
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lambayeque,Tarde,No,Si,No,2233.29
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,No,No,1422.64
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Noche,No,Si,No,4145.27
Fraude Informatico,Correo Electronico,18-29,Femenino,Lambayeque,Manana,Si,No,No,3147.18
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lambayeque,Tarde,No,No,No,1694.0
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,Si,9134.87
Estafa por Internet,Redes Sociales,65 o mas,Femenino,Lima,Noche,Si,No,Si,3666.81
Fraude Informatico,Redes Sociales,18-29,Masculino,Arequipa,Tarde,No,No,No,7437.98
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Masculino,Lima,Tarde,Si,Si,No,1832.18
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Junin,Tarde,Si,No,No,1795.55
Fraude Informatico,Correo Electronico,30-49,Masculino,Lambayeque,Noche,Si,No,Si,5153.62
