tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Tarde,No,No,No,1707.0
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Madrugada,No,Si,No,1706.87
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Tacna,Manana,Si,No,No,1706.86
Estafa por Internet,Correo Electronico,18-29,Masculino,Tacna,Manana,No,Si,Si,1701.89
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Puno,Tarde,Si,Si,No,1696.05
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lambayeque,Tarde,No,No,No,1694.0
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Callao,Madrugada,Si,No,No,1693.75
Estafa por Internet,Correo Electronico,30-49,Masculino,Piura,Noche,No,No,Si,1687.86
Estafa por Internet,Correo Electronico,30-49,Femenino,Lima,Manana,Si,No,Si,1682.34
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Tarde,No,No,No,1679.89
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,Si,1678.39
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Madrugada,No,No,No,1660.12
Suplantacion de Identidad,Llamada Telefonica,50-64,Femenino,Lima,Madrugada,No,No,Si,1656.93
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Callao,Noche,No,No,No,1656.81
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Noche,Si,No,No,1652.05
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Piura,Madrugada,No,No,Si,1632.04
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Junin,Noche,Si,No,Si,1618.0
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,La Libertad,Manana,No,No,Si,1616.1
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,No,1610.83
Estafa por Internet,Pagina Web Falsa,50-64,Femenino,La Libertad,Manana,No,Si,No,1606.82
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,Si,Si,Si,1605.83
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Cusco,Manana,Si,No,No,1603.87
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,1603.02
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,No,No,Si,1594.6
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Arequipa,Noche,No,No,Si,1594.09
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lambayeque,Tarde,No,No,No,1583.93
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,1570.81
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lambayeque,Madrugada,No,Si,No,1569.49
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Manana,No,No,Si,1568.36
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,1563.82
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Arequipa,Tarde,Si,No,No,1560.84
Suplantacion de Identidad,Llamada Telefonica,65 o mas,Masculino,Lima,Tarde,Si,No,Si,1556.78
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,No,1551.96
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Noche,Si,No,No,1550.7
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,No,1550.4
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,1547.75
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Madrugada,Si,No,Si,1542.09
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,Si,1541.13
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Arequipa,Tarde,Si,Si,No,1539.94
Estafa por Internet,Redes Sociales,50-64,Femenino,Puno,Manana,No,No,Si,1539.35
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,Si,1532.72
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lambayeque,Manana,Si,No,Si,1528.65
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,Si,Si,No,1512.57
Estafa por Internet,Redes Sociales,50-64,Femenino,La Libertad,Noche,No,No,No,1511.46
Estafa por Internet,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,No,1508.74
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,Si,No,Si,1506.44
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Lima,Tarde,No,No,No,1506.19
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,Si,No,1500.58
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,No,Si,Si,1500.44
Estafa por Internet,Correo Electronico,30-49,Femenino,Puno,Noche,Si,No,No,1499.15
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,Si,No,Si,1493.55
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Piura,Tarde,Si,Si,No,1493.03
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Femenino,Lima,Manana,No,No,Si,1489.36
Estafa por Internet,Correo Electronico,30-49,Femenino,Lima,Tarde,Si,Si,No,1483.98
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lambayeque,Tarde,No,No,Si,1480.32
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,No,1465.52
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,Si,No,No,1462.45
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lambayeque,Noche,No,Si,No,1454.49
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,Si,Si,1450.01
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lambayeque,Noche,No,No,Si,1448.99
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Tarde,Si,Si,Si,1448.24
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Cusco,Madrugada,No,Si,Si,1447.6
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,Si,1445.67
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,No,Si,Si,1443.52
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Arequipa,Tarde,No,No,No,1441.3
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Arequipa,Tarde,No,Si,No,1440.88
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Tacna,Tarde,No,Si,No,1433.67
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Manana,Si,Si,No,1423.73
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,No,No,1422.64
Acceso Ilicito,Llamada Telefonica,18-29,Femenino,Tacna,Tarde,Si,Si,No,1420.33
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Arequipa,Manana,No,No,No,1418.57
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Piura,Tarde,No,Si,Si,1418.17
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Tacna,Tarde,No,No,No,1414.93
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lambayeque,Noche,Si,Si,Si,1413.05
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,Si,No,1409.47
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Manana,Si,Si,Si,1408.03
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,Si,1405.65
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Callao,Manana,No,No,No,1400.05
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,Si,1398.71
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1397.83
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,Si,No,1396.48
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Callao,Tarde,No,No,No,1393.65
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Cusco,Noche,No,No,No,1393.57
Estafa por Internet,Redes Sociales,18-29,Femenino,Arequipa,Tarde,Si,No,No,1392.05
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,La Libertad,Noche,No,Si,No,1386.36
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,No,1382.12
Estafa por Internet,Pagina Web Falsa,18-29,Masculino,Cusco,Noche,No,No,No,1376.37
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,Si,1372.54
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Cusco,Manana,No,No,No,1370.89
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,No,1367.66
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Tarde,No,No,No,1363.48
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,Si,1351.1
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lambayeque,Madrugada,No,Si,Si,1349.92
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Tarde,No,Si,No,1344.68
Estafa por Internet,Llamada Telefonica,18-29,Masculino,Callao,Manana,No,No,Si,1340.21
Estafa por Internet,Redes Sociales,30-49,Femenino,Cusco,Noche,Si,No,No,1339.97
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Tarde,Si,Si,No,1330.69
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,No,No,1326.33
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Tarde,No,No,Si,1324.08
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Arequipa,Manana,No,Si,No,1323.53
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Cusco,Madrugada,No,Si,No,1318.95
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Noche,Si,No,No,1315.71
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,Si,No,No,1315.24
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,No,1314.57
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Piura,Manana,Si,No,No,1309.5
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,1299.44
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,No,1296.09
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,La Libertad,Tarde,Si,No,No,1287.96
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Callao,Manana,No,Si,Si,1280.44
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,Si,Si,No,1278.02
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Cusco,Tarde,Si,No,Si,1273.79
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Tacna,Manana,No,No,No,1272.14
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,Si,Si,1271.97
Suplantacion de Identidad,Llamada Telefonica,18-29,Femenino,Lima,Manana,No,Si,Si,1270.07
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Puno,Manana,No,Si,Si,1269.77
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Lambayeque,Manana,No,No,No,1257.13
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Cusco,Madrugada,No,Si,No,1250.08
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Tacna,Manana,No,No,No,1231.83
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,Si,No,1231.03
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Madrugada,Si,No,No,1228.94
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Piura,Manana,Si,Si,No,1227.15
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,1223.26
Estafa por Internet,Redes Sociales,18-29,Femenino,Cusco,Tarde,No,No,No,1220.47
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,Si,No,1211.38
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,No,1206.0
Estafa por Internet,Correo Electronico,18-29,Masculino,Callao,Manana,Si,No,No,1204.44
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Madrugada,Si,Si,No,1201.64
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,1199.57
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Puno,Manana,No,No,No,1196.78
Suplantacion de Identidad,Correo Electronico,65 o mas,Femenino,Lima,Madrugada,No,Si,No,1189.53
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Cusco,Tarde,Si,Si,No,1181.41
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,No,No,1174.77
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,No,No,Si,1174.74
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Manana,Si,Si,No,1170.95
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Arequipa,Madrugada,No,No,Si,1167.56
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,No,Si,No,1162.59
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,1162.34
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Manana,Si,Si,No,1162.14
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,Si,Si,1162.09
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Lima,Tarde,Si,No,Si,1159.68
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Noche,Si,No,Si,1139.13
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,Si,Si,Si,1135.83
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Callao,Manana,No,Si,Si,1133.84
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1133.4
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,Si,No,No,1126.76
Suplantacion de Identidad,Llamada Telefonica,50-64,Femenino,Lima,Noche,Si,Si,No,1121.82
Estafa por Internet,Redes Sociales,30-49,Masculino,Piura,Tarde,No,Si,Si,1121.03
Estafa por Internet,Correo Electronico,30-49,Femenino,Junin,Noche,Si,Si,No,1119.13
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Noche,No,No,No,1106.22
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Arequipa,Manana,No,Si,Si,1080.43
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,Si,No,No,1077.94
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,1075.53
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,Si,1074.7
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,La Libertad,Manana,No,Si,Si,1072.92
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Callao,Tarde,Si,No,Si,1069.12
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Cusco,Noche,No,No,No,1060.84
Suplantacion de Identidad,Redes Sociales,65 o mas,Masculino,Lambayeque,Noche,No,Si,No,1056.13
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Junin,Manana,No,Si,Si,1044.82
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,Si,No,Si,1030.3
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Cusco,Manana,No,Si,Si,1022.21
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,Si,No,1018.69
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Cusco,Noche,No,Si,Si,1012.9
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,La Libertad,Noche,Si,No,No,1012.76
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,No,Si,1012.37
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,998.73
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Madrugada,Si,No,Si,996.24
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Cusco,Tarde,Si,No,No,971.76
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,La Libertad,Tarde,No,No,No,968.35
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,Si,963.11
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,Si,Si,961.55
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,No,961.2
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Junin,Manana,Si,Si,No,956.67
Estafa por Internet,Llamada Telefonica,18-29,Masculino,Arequipa,Manana,Si,No,No,955.36
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,945.9
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,La Libertad,Madrugada,No,No,No,941.39
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lambayeque,Manana,No,Si,No,940.02
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Arequipa,Manana,No,No,Si,919.83
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Callao,Noche,Si,Si,Si,912.86
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Piura,Manana,Si,Si,Si,905.81
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Puno,Noche,Si,No,No,872.03
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Tarde,No,No,Si,866.23
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,Si,Si,No,863.02
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,Si,Si,Si,856.85
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Piura,Manana,No,No,Si,854.39
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lambayeque,Tarde,Si,No,No,852.43
Estafa por Internet,Redes Sociales,18-29,Masculino,Tacna,Tarde,No,Si,No,836.61
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Callao,Noche,No,No,No,826.86
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Piura,Madrugada,Si,No,No,824.13
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Arequipa,Tarde,No,No,No,823.78
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,Si,No,803.66
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Tarde,No,Si,No,796.43
Estafa por Internet,Redes Sociales,18-29,Femenino,Piura,Madrugada,Si,Si,Si,791.64
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,La Libertad,Madrugada,No,No,No,761.6
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lambayeque,Madrugada,No,Si,No,744.9
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lambayeque,Manana,No,Si,No,733.48
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,Si,Si,No,686.28
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,La Libertad,Manana,Si,No,Si,680.29
